Date,Store,Category,Demand,IsPromo,IsSeason,StockLevel
2024-05-03,2,Organic Cotton Tees,330,0,0,597
2024-05-03,2,Vegan Leather bags,347,0,0,626
2024-05-03,2,Bamboo Activewear,331,0,0,930
2024-05-04,2,Recycled Denim,380,0,0,404
2024-05-04,2,Organic Cotton Tees,289,0,0,615
2024-05-04,2,Vegan Leather bags,316,0,0,573
2024-05-04,2,Bamboo Activewear,276,0,0,762
2024-05-05,2,Recycled Denim,519,1,0,888
2024-05-05,2,Organic Cotton Tees,600,1,0,156
2024-05-05,2,Vegan Leather bags,348,0,0,257
2024-05-05,2,Bamboo Activewear,219,0,0,458
2024-05-06,2,Recycled Denim,229,0,0,900
2024-05-06,2,Organic Cotton Tees,291,0,0,629
2024-05-06,2,Vegan Leather bags,256,0,0,630
2024-05-06,2,Bamboo Activewear,260,0,0,731
2024-05-07,2,Recycled Denim,223,0,0,301
2024-05-07,2,Organic Cotton Tees,239,0,0,622
2024-05-07,2,Vegan Leather bags,245,0,0,482
2024-05-07,2,Bamboo Activewear,203,0,0,106
2024-05-08,2,Recycled Denim,332,0,0,623
2024-05-08,2,Organic Cotton Tees,320,0,0,120
2024-05-08,2,Vegan Leather bags,357,1,0,908
2024-05-08,2,Bamboo Activewear,224,0,0,382
2024-05-09,2,Recycled Denim,276,0,0,928
2024-05-09,2,Organic Cotton Tees,216,0,0,202
2024-05-09,2,Vegan Leather bags,198,0,0,325
2024-05-09,2,Bamboo Activewear,262,0,0,336
2024-05-10,2,Recycled Denim,614,1,0,913
2024-05-10,2,Organic Cotton Tees,314,0,0,642
2024-05-10,2,Vegan Leather bags,325,0,0,867
2024-05-10,2,Bamboo Activewear,261,0,0,123
2024-05-11,2,Recycled Denim,582,1,0,387
2024-05-11,2,Organic Cotton Tees,338,0,0,977
2024-05-11,2,Vegan Leather bags,375,0,0,419
2024-05-11,2,Bamboo Activewear,389,0,0,281
2024-05-12,2,Recycled Denim,355,0,0,199
2024-05-12,2,Organic Cotton Tees,356,0,0,502
2024-05-12,2,Vegan Leather bags,285,0,0,562
2024-05-12,2,Bamboo Activewear,460,1,0,718
2024-05-13,2,Recycled Denim,277,0,0,890
2024-05-13,2,Organic Cotton Tees,245,0,0,982
2024-05-13,2,Vegan Leather bags,220,0,0,512
2024-05-13,2,Bamboo Activewear,240,0,0,373
2024-05-14,2,Recycled Denim,152,0,0,582
2024-05-14,2,Organic Cotton Tees,347,0,0,975
2024-05-14,2,Vegan Leather bags,284,0,0,310
2024-05-14,2,Bamboo Activewear,286,0,0,248
2024-05-15,2,Recycled Denim,211,0,0,240
2024-05-15,2,Organic Cotton Tees,395,1,0,945
2024-05-15,2,Vegan Leather bags,262,0,0,760
2024-05-15,2,Bamboo Activewear,199,0,0,964
2024-05-16,2,Recycled Denim,219,0,0,194
2024-05-16,2,Organic Cotton Tees,198,0,0,313
2024-05-16,2,Vegan Leather bags,258,0,0,933
2024-05-16,2,Bamboo Activewear,288,0,0,506
2024-05-17,2,Recycled Denim,277,0,0,753
2024-05-17,2,Organic Cotton Tees,326,0,0,515
2024-05-17,2,Vegan Leather bags,290,0,0,949
2024-05-17,2,Bamboo Activewear,306,0,0,987
2024-05-18,2,Recycled Denim,284,0,0,420
2024-05-18,2,Organic Cotton Tees,629,1,0,943
2024-05-18,2,Vegan Leather bags,336,0,0,773
2024-05-18,2,Bamboo Activewear,305,0,0,845
2024-05-19,2,Recycled Denim,276,0,0,379
2024-05-19,2,Organic Cotton Tees,243,0,0,217
2024-05-19,2,Vegan Leather bags,243,0,0,360
2024-05-19,2,Bamboo Activewear,271,0,0,453
2024-05-20,2,Recycled Denim,199,0,0,540
2024-05-20,2,Organic Cotton Tees,196,0,0,106
2024-05-20,2,Vegan Leather bags,232,0,0,575
2024-05-20,2,Bamboo Activewear,207,0,0,152
2024-05-21,2,Recycled Denim,301,0,0,767
2024-05-21,2,Organic Cotton Tees,181,0,0,975
2024-05-21,2,Vegan Leather bags,291,0,0,339
2024-05-21,2,Bamboo Activewear,237,0,0,971
2024-05-22,2,Recycled Denim,458,1,0,157
2024-05-22,2,Organic Cotton Tees,217,0,0,214
2024-05-22,2,Vegan Leather bags,268,0,0,983
2024-05-22,2,Bamboo Activewear,232,0,0,892
2024-05-23,2,Recycled Denim,232,0,0,715
2024-05-23,2,Organic Cotton Tees,213,0,0,423
2024-05-23,2,Vegan Leather bags,309,0,0,817
2024-05-23,2,Bamboo Activewear,293,0,0,493
2024-05-24,2,Recycled Denim,258,0,0,565
2024-05-24,2,Organic Cotton Tees,330,0,0,869
2024-05-24,2,Vegan Leather bags,307,0,0,320
2024-05-24,2,Bamboo Activewear,665,1,0,357
2024-05-25,2,Recycled Denim,595,1,0,837
2024-05-25,2,Organic Cotton Tees,523,1,0,811
2024-05-25,2,Vegan Leather bags,376,0,0,335
2024-05-25,2,Bamboo Activewear,306,0,0,848
2024-05-26,2,Recycled Denim,365,0,0,388
2024-05-26,2,Organic Cotton Tees,374,0,0,899
2024-05-26,2,Vegan Leather bags,630,1,0,709
2024-05-26,2,Bamboo Activewear,323,0,0,186
2024-05-27,2,Recycled Denim,246,0,0,695
2024-05-27,2,Organic Cotton Tees,262,0,0,422
2024-05-27,2,Vegan Leather bags,259,0,0,401
2024-05-27,2,Bamboo Activewear,235,0,0,787
2024-05-28,2,Recycled Denim,308,0,0,137
2024-05-28,2,Organic Cotton Tees,248,0,0,520
2024-05-28,2,Vegan Leather bags,267,0,0,847
2024-05-28,2,Bamboo Activewear,166,0,0,260
2024-05-29,2,Recycled Denim,206,0,0,108
2024-05-29,2,Organic Cotton Tees,284,0,0,212
2024-05-29,2,Vegan Leather bags,321,0,0,877
2024-05-29,2,Bamboo Activewear,287,0,0,214
2024-05-30,2,Recycled Denim,172,0,0,401
2024-05-30,2,Organic Cotton Tees,276,0,0,468
2024-05-30,2,Vegan Leather bags,280,0,0,788
2024-05-30,2,Bamboo Activewear,265,0,0,110
2024-05-31,2,Recycled Denim,300,0,0,817
2024-05-31,2,Organic Cotton Tees,248,0,0,459
2024-05-31,2,Vegan Leather bags,343,0,0,879
2024-05-31,2,Bamboo Activewear,337,0,0,944
2024-06-01,2,Recycled Denim,383,0,0,919
2024-06-01,2,Organic Cotton Tees,351,0,0,121
2024-06-01,2,Vegan Leather bags,274,0,0,291
2024-06-01,2,Bamboo Activewear,371,0,0,495
2024-06-02,2,Recycled Denim,346,0,0,673
2024-06-02,2,Organic Cotton Tees,541,1,0,331
2024-06-02,2,Vegan Leather bags,566,1,0,474
2024-06-02,2,Bamboo Activewear,352,0,0,763
2024-06-03,2,Recycled Denim,599,1,0,725
2024-06-03,2,Organic Cotton Tees,277,0,0,754
2024-06-03,2,Vegan Leather bags,299,0,0,239
2024-06-03,2,Bamboo Activewear,251,0,0,122
2024-06-04,2,Recycled Denim,467,1,0,767
2024-06-04,2,Organic Cotton Tees,285,0,0,470
2024-06-04,2,Vegan Leather bags,333,0,0,678
2024-06-04,2,Bamboo Activewear,405,1,0,778
2024-06-05,2,Recycled Denim,219,0,0,151
2024-06-05,2,Organic Cotton Tees,256,0,0,436
2024-06-05,2,Vegan Leather bags,451,1,0,851
2024-06-05,2,Bamboo Activewear,183,0,0,607
2024-06-06,2,Recycled Denim,501,1,0,576
2024-06-06,2,Organic Cotton Tees,264,0,0,627
2024-06-06,2,Vegan Leather bags,238,0,0,265
2024-06-06,2,Bamboo Activewear,279,0,0,960
2024-06-07,2,Recycled Denim,575,1,0,431
2024-06-07,2,Organic Cotton Tees,305,0,0,178
2024-06-07,2,Vegan Leather bags,233,0,0,956
2024-06-07,2,Bamboo Activewear,265,0,0,323
2024-06-08,2,Recycled Denim,372,0,0,348
2024-06-08,2,Organic Cotton Tees,240,0,0,309
2024-06-08,2,Vegan Leather bags,324,0,0,855
2024-06-08,2,Bamboo Activewear,400,0,0,493
2024-06-09,2,Recycled Denim,723,1,0,232
2024-06-09,2,Organic Cotton Tees,330,0,0,413
2024-06-09,2,Vegan Leather bags,241,0,0,291
2024-06-09,2,Bamboo Activewear,337,0,0,887
2024-06-10,2,Recycled Denim,287,0,0,430
2024-06-10,2,Organic Cotton Tees,338,0,0,260
2024-06-10,2,Vegan Leather bags,296,0,0,989
2024-06-10,2,Bamboo Activewear,258,0,0,417
2024-06-11,2,Recycled Denim,227,0,0,800
2024-06-11,2,Organic Cotton Tees,256,0,0,311
2024-06-11,2,Vegan Leather bags,284,0,0,884
2024-06-11,2,Bamboo Activewear,376,1,0,966
2024-06-12,2,Recycled Denim,253,0,0,542
2024-06-12,2,Organic Cotton Tees,225,0,0,276
2024-06-12,2,Vegan Leather bags,289,0,0,969
2024-06-12,2,Bamboo Activewear,270,0,0,588
2024-06-13,2,Recycled Denim,252,0,0,843
2024-06-13,2,Organic Cotton Tees,281,0,0,303
2024-06-13,2,Vegan Leather bags,233,0,0,598
2024-06-13,2,Bamboo Activewear,346,0,0,402
2024-06-14,2,Recycled Denim,358,0,0,782
2024-06-14,2,Organic Cotton Tees,325,0,0,788
2024-06-14,2,Vegan Leather bags,334,0,0,922
2024-06-14,2,Bamboo Activewear,308,0,0,775
2024-06-15,2,Recycled Denim,316,0,0,738
2024-06-15,2,Organic Cotton Tees,371,0,0,704
2024-06-15,2,Vegan Leather bags,324,0,0,110
2024-06-15,2,Bamboo Activewear,285,0,0,134
2024-06-16,2,Recycled Denim,333,0,0,634
2024-06-16,2,Organic Cotton Tees,331,0,0,328
2024-06-16,2,Vegan Leather bags,352,0,0,554
2024-06-16,2,Bamboo Activewear,347,0,0,227
2024-06-17,2,Recycled Denim,221,0,0,412
2024-06-17,2,Organic Cotton Tees,276,0,0,970
2024-06-17,2,Vegan Leather bags,272,0,0,522
2024-06-17,2,Bamboo Activewear,249,0,0,692
2024-06-18,2,Recycled Denim,238,0,0,176
2024-06-18,2,Organic Cotton Tees,465,1,0,396
2024-06-18,2,Vegan Leather bags,443,1,0,425
2024-06-18,2,Bamboo Activewear,243,0,0,974
2024-06-19,2,Recycled Denim,205,0,0,724
2024-06-19,2,Organic Cotton Tees,267,0,0,672
2024-06-19,2,Vegan Leather bags,218,0,0,226
2024-06-19,2,Bamboo Activewear,250,0,0,873
2024-06-20,2,Recycled Denim,178,0,0,432
2024-06-20,2,Organic Cotton Tees,225,0,0,151
2024-06-20,2,Vegan Leather bags,274,0,0,756
2024-06-20,2,Bamboo Activewear,237,0,0,252
2024-06-21,2,Recycled Denim,277,0,0,105
2024-06-21,2,Organic Cotton Tees,354,0,0,816
2024-06-21,2,Vegan Leather bags,386,0,0,778
2024-06-21,2,Bamboo Activewear,288,0,0,369
2024-06-22,2,Recycled Denim,336,0,0,849
2024-06-22,2,Organic Cotton Tees,593,1,0,439
2024-06-22,2,Vegan Leather bags,326,0,0,374
2024-06-22,2,Bamboo Activewear,658,1,0,178
2024-06-23,2,Recycled Denim,333,1,0,212
2024-06-23,2,Organic Cotton Tees,330,0,0,388
2024-06-23,2,Vegan Leather bags,290,0,0,945
2024-06-23,2,Bamboo Activewear,263,0,0,850
2024-06-24,2,Recycled Denim,159,0,0,802
2024-06-24,2,Organic Cotton Tees,236,0,0,255
2024-06-24,2,Vegan Leather bags,246,0,0,440
2024-06-24,2,Bamboo Activewear,285,0,0,951
2024-06-25,2,Recycled Denim,153,0,0,429
2024-06-25,2,Organic Cotton Tees,328,0,0,553
2024-06-25,2,Vegan Leather bags,409,1,0,254
2024-06-25,2,Bamboo Activewear,273,0,0,848
2024-06-26,2,Recycled Denim,264,0,0,972
2024-06-26,2,Organic Cotton Tees,327,0,0,224
2024-06-26,2,Vegan Leather bags,227,0,0,969
2024-06-26,2,Bamboo Activewear,214,0,0,345
2024-06-27,2,Recycled Denim,237,0,0,367
2024-06-27,2,Organic Cotton Tees,244,0,0,650
2024-06-27,2,Vegan Leather bags,258,0,0,240
2024-06-27,2,Bamboo Activewear,300,0,0,413
2024-06-28,2,Recycled Denim,435,0,0,352
2024-06-28,2,Organic Cotton Tees,283,0,0,799
2024-06-28,2,Vegan Leather bags,351,0,0,297
2024-06-28,2,Bamboo Activewear,466,1,0,930
2024-06-29,2,Recycled Denim,370,0,0,521
2024-06-29,2,Organic Cotton Tees,280,0,0,661
2024-06-29,2,Vegan Leather bags,312,0,0,716
2024-06-29,2,Bamboo Activewear,259,0,0,971
2024-06-30,2,Recycled Denim,268,0,0,705
2024-06-30,2,Organic Cotton Tees,330,0,0,494
2024-06-30,2,Vegan Leather bags,382,0,0,312
2024-06-30,2,Bamboo Activewear,301,0,0,570
2024-07-01,2,Recycled Denim,300,0,0,481
2024-07-01,2,Organic Cotton Tees,233,0,0,369
2024-07-01,2,Vegan Leather bags,583,1,0,816
2024-07-01,2,Bamboo Activewear,299,0,0,637
2024-07-02,2,Recycled Denim,272,0,0,686
2024-07-02,2,Organic Cotton Tees,427,1,0,910
2024-07-02,2,Vegan Leather bags,160,0,0,141
2024-07-02,2,Bamboo Activewear,278,0,0,486
2024-07-03,2,Recycled Denim,227,0,0,530
2024-07-03,2,Organic Cotton Tees,276,0,0,515
2024-07-03,2,Vegan Leather bags,282,0,0,155
2024-07-03,2,Bamboo Activewear,297,0,0,205
2024-07-04,2,Recycled Denim,310,0,0,407
2024-07-04,2,Organic Cotton Tees,268,0,0,633
2024-07-04,2,Vegan Leather bags,327,0,0,267
2024-07-04,2,Bamboo Activewear,272,0,0,204
2024-07-05,2,Recycled Denim,305,0,0,266
2024-07-05,2,Organic Cotton Tees,310,0,0,822
2024-07-05,2,Vegan Leather bags,316,0,0,883
2024-07-05,2,Bamboo Activewear,247,0,0,648
2024-07-06,2,Recycled Denim,711,1,0,427
2024-07-06,2,Organic Cotton Tees,344,0,0,772
2024-07-06,2,Vegan Leather bags,573,1,0,462
2024-07-06,2,Bamboo Activewear,587,1,0,603
2024-07-07,2,Recycled Denim,358,0,0,501
2024-07-07,2,Organic Cotton Tees,596,1,0,955
2024-07-07,2,Vegan Leather bags,683,1,0,736
2024-07-07,2,Bamboo Activewear,336,0,0,141
2024-07-08,2,Recycled Denim,190,0,0,419
2024-07-08,2,Organic Cotton Tees,224,0,0,170
2024-07-08,2,Vegan Leather bags,223,0,0,324
2024-07-08,2,Bamboo Activewear,249,0,0,681
2024-07-09,2,Recycled Denim,252,0,0,541
2024-07-09,2,Organic Cotton Tees,483,1,0,519
2024-07-09,2,Vegan Leather bags,217,0,0,696
2024-07-09,2,Bamboo Activewear,384,1,0,545
2024-07-10,2,Recycled Denim,298,0,0,841
2024-07-10,2,Organic Cotton Tees,267,0,0,640
2024-07-10,2,Vegan Leather bags,211,0,0,868
2024-07-10,2,Bamboo Activewear,260,0,0,164
2024-07-11,2,Recycled Denim,225,0,0,442
2024-07-11,2,Organic Cotton Tees,347,1,0,479
2024-07-11,2,Vegan Leather bags,316,1,0,365
2024-07-11,2,Bamboo Activewear,305,0,0,164
2024-07-12,2,Recycled Denim,272,0,0,639
2024-07-12,2,Organic Cotton Tees,664,1,0,595
2024-07-12,2,Vegan Leather bags,417,0,0,198
2024-07-12,2,Bamboo Activewear,383,0,0,419
2024-07-13,2,Recycled Denim,302,0,0,816
2024-07-13,2,Organic Cotton Tees,404,0,0,808
2024-07-13,2,Vegan Leather bags,334,0,0,659
2024-07-13,2,Bamboo Activewear,306,0,0,392
2024-07-14,2,Recycled Denim,362,0,0,486
2024-07-14,2,Organic Cotton Tees,329,0,0,314
2024-07-14,2,Vegan Leather bags,286,0,0,449
2024-07-14,2,Bamboo Activewear,364,0,0,205
2024-07-15,2,Recycled Denim,238,0,0,619
2024-07-15,2,Organic Cotton Tees,522,1,0,424
2024-07-15,2,Vegan Leather bags,302,0,0,728
2024-07-15,2,Bamboo Activewear,194,0,0,888
2024-07-16,2,Recycled Denim,287,0,0,300
2024-07-16,2,Organic Cotton Tees,283,0,0,770
2024-07-16,2,Vegan Leather bags,333,0,0,945
2024-07-16,2,Bamboo Activewear,375,1,0,722
2024-07-17,2,Recycled Denim,459,1,0,852
2024-07-17,2,Organic Cotton Tees,256,0,0,576
2024-07-17,2,Vegan Leather bags,268,0,0,227
2024-07-17,2,Bamboo Activewear,241,0,0,667
2024-07-18,2,Recycled Denim,323,1,0,624
2024-07-18,2,Organic Cotton Tees,262,0,0,805
2024-07-18,2,Vegan Leather bags,251,0,0,898
2024-07-18,2,Bamboo Activewear,273,0,0,793
2024-07-19,2,Recycled Denim,317,0,0,329
2024-07-19,2,Organic Cotton Tees,237,0,0,779
2024-07-19,2,Vegan Leather bags,329,0,0,481
2024-07-19,2,Bamboo Activewear,517,1,0,942
2024-07-20,2,Recycled Denim,774,1,0,780
2024-07-20,2,Organic Cotton Tees,567,1,0,373
2024-07-20,2,Vegan Leather bags,321,0,0,130
2024-07-20,2,Bamboo Activewear,406,0,0,781
2024-07-21,2,Recycled Denim,241,0,0,352
2024-07-21,2,Organic Cotton Tees,462,0,0,831
2024-07-21,2,Vegan Leather bags,364,0,0,953
2024-07-21,2,Bamboo Activewear,363,0,0,753
2024-07-22,2,Recycled Denim,275,1,0,776
2024-07-22,2,Organic Cotton Tees,231,0,0,375
2024-07-22,2,Vegan Leather bags,219,0,0,747
2024-07-22,2,Bamboo Activewear,230,0,0,783
2024-07-23,2,Recycled Denim,276,0,0,851
2024-07-23,2,Organic Cotton Tees,246,0,0,535
2024-07-23,2,Vegan Leather bags,234,0,0,172
2024-07-23,2,Bamboo Activewear,255,0,0,940
2024-07-24,2,Recycled Denim,198,0,0,944
2024-07-24,2,Organic Cotton Tees,292,0,0,925
2024-07-24,2,Vegan Leather bags,249,0,0,541
2024-07-24,2,Bamboo Activewear,276,0,0,677
2024-07-25,2,Recycled Denim,287,0,0,836
2024-07-25,2,Organic Cotton Tees,229,0,0,467
2024-07-25,2,Vegan Leather bags,308,0,0,257
2024-07-25,2,Bamboo Activewear,265,0,0,862
2024-07-26,2,Recycled Denim,528,1,0,142
2024-07-26,2,Organic Cotton Tees,363,0,0,102
2024-07-26,2,Vegan Leather bags,341,0,0,158
2024-07-26,2,Bamboo Activewear,366,0,0,162
2024-07-27,2,Recycled Denim,227,0,0,897
2024-07-27,2,Organic Cotton Tees,596,1,0,626
2024-07-27,2,Vegan Leather bags,741,1,0,705
2024-07-27,2,Bamboo Activewear,291,0,0,929
2024-07-28,2,Recycled Denim,418,0,0,348
2024-07-28,2,Organic Cotton Tees,375,0,0,686
2024-07-28,2,Vegan Leather bags,252,0,0,187
2024-07-28,2,Bamboo Activewear,265,0,0,165
2024-07-29,2,Recycled Denim,217,0,0,172
2024-07-29,2,Organic Cotton Tees,301,0,0,442
2024-07-29,2,Vegan Leather bags,519,1,0,416
2024-07-29,2,Bamboo Activewear,237,0,0,761
2024-07-30,2,Recycled Denim,211,0,0,109
2024-07-30,2,Organic Cotton Tees,165,0,0,722
2024-07-30,2,Vegan Leather bags,210,0,0,232
2024-07-30,2,Bamboo Activewear,312,0,0,156
2024-07-31,2,Recycled Denim,288,0,0,986
2024-07-31,2,Organic Cotton Tees,233,0,0,631
2024-07-31,2,Vegan Leather bags,309,0,0,862
2024-07-31,2,Bamboo Activewear,505,1,0,108
2024-08-01,2,Recycled Denim,503,1,0,501
2024-08-01,2,Organic Cotton Tees,394,1,0,492
2024-08-01,2,Vegan Leather bags,223,0,0,399
2024-08-01,2,Bamboo Activewear,440,1,0,516
2024-08-02,2,Recycled Denim,363,0,0,464
2024-08-02,2,Organic Cotton Tees,260,0,0,751
2024-08-02,2,Vegan Leather bags,551,1,0,504
2024-08-02,2,Bamboo Activewear,358,0,0,419
2024-08-03,2,Recycled Denim,377,0,0,113
2024-08-03,2,Organic Cotton Tees,359,0,0,380
2024-08-03,2,Vegan Leather bags,300,0,0,246
2024-08-03,2,Bamboo Activewear,369,0,0,729
2024-08-04,2,Recycled Denim,320,0,0,356
2024-08-04,2,Organic Cotton Tees,374,0,0,444
2024-08-04,2,Vegan Leather bags,765,1,0,369
2024-08-04,2,Bamboo Activewear,337,0,0,722
2024-08-05,2,Recycled Denim,251,0,0,382
2024-08-05,2,Organic Cotton Tees,416,1,0,826
2024-08-05,2,Vegan Leather bags,325,0,0,546
2024-08-05,2,Bamboo Activewear,210,0,0,192
2024-08-06,2,Recycled Denim,322,0,0,980
2024-08-06,2,Organic Cotton Tees,289,0,0,202
2024-08-06,2,Vegan Leather bags,236,0,0,293
2024-08-06,2,Bamboo Activewear,307,0,0,763
2024-08-07,2,Recycled Denim,183,0,0,877
2024-08-07,2,Organic Cotton Tees,258,0,0,684
2024-08-07,2,Vegan Leather bags,401,1,0,527
2024-08-07,2,Bamboo Activewear,265,0,0,328
2024-08-08,2,Recycled Denim,196,0,0,130
2024-08-08,2,Organic Cotton Tees,277,0,0,204
2024-08-08,2,Vegan Leather bags,243,0,0,257
2024-08-08,2,Bamboo Activewear,287,0,0,166
2024-08-09,2,Recycled Denim,330,0,0,155
2024-08-09,2,Organic Cotton Tees,258,0,0,850
2024-08-09,2,Vegan Leather bags,358,0,0,546
2024-08-09,2,Bamboo Activewear,413,0,0,267
2024-08-10,2,Recycled Denim,315,0,0,321
2024-08-10,2,Organic Cotton Tees,374,0,0,377
2024-08-10,2,Vegan Leather bags,345,0,0,938
2024-08-10,2,Bamboo Activewear,574,1,0,683
2024-08-11,2,Recycled Denim,324,0,0,333
2024-08-11,2,Organic Cotton Tees,477,1,0,464
2024-08-11,2,Vegan Leather bags,286,0,0,230
2024-08-11,2,Bamboo Activewear,344,0,0,888
2024-08-12,2,Recycled Denim,258,0,0,262
2024-08-12,2,Organic Cotton Tees,247,0,0,195
2024-08-12,2,Vegan Leather bags,329,0,0,535
2024-08-12,2,Bamboo Activewear,213,0,0,511
2024-08-13,2,Recycled Denim,430,1,0,689
2024-08-13,2,Organic Cotton Tees,271,0,0,481
2024-08-13,2,Vegan Leather bags,279,0,0,965
2024-08-13,2,Bamboo Activewear,185,0,0,309
2024-08-14,2,Recycled Denim,291,0,0,734
2024-08-14,2,Organic Cotton Tees,289,0,0,798
2024-08-14,2,Vegan Leather bags,218,0,0,112
2024-08-14,2,Bamboo Activewear,220,0,0,150
2024-08-15,2,Recycled Denim,236,0,0,637
2024-08-15,2,Organic Cotton Tees,468,1,0,337
2024-08-15,2,Vegan Leather bags,251,0,0,372
2024-08-15,2,Bamboo Activewear,351,1,0,672
2024-08-16,2,Recycled Denim,186,0,0,422
2024-08-16,2,Organic Cotton Tees,234,0,0,188
2024-08-16,2,Vegan Leather bags,384,0,0,700
2024-08-16,2,Bamboo Activewear,427,0,0,356
2024-08-17,2,Recycled Denim,335,0,0,908
2024-08-17,2,Organic Cotton Tees,392,0,0,370
2024-08-17,2,Vegan Leather bags,574,1,0,458
2024-08-17,2,Bamboo Activewear,351,0,0,433
2024-08-18,2,Recycled Denim,580,1,0,834
2024-08-18,2,Organic Cotton Tees,234,0,0,386
2024-08-18,2,Vegan Leather bags,345,0,0,894
2024-08-18,2,Bamboo Activewear,350,0,0,924
2024-08-19,2,Recycled Denim,252,0,0,690
2024-08-19,2,Organic Cotton Tees,241,0,0,479
2024-08-19,2,Vegan Leather bags,247,0,0,307
2024-08-19,2,Bamboo Activewear,274,0,0,714
2024-08-20,2,Recycled Denim,175,0,0,159
2024-08-20,2,Organic Cotton Tees,271,0,0,985
2024-08-20,2,Vegan Leather bags,399,1,0,635
2024-08-20,2,Bamboo Activewear,322,0,0,810
2024-08-21,2,Recycled Denim,285,0,0,833
2024-08-21,2,Organic Cotton Tees,271,0,0,306
2024-08-21,2,Vegan Leather bags,264,0,0,868
2024-08-21,2,Bamboo Activewear,263,0,0,977
2024-08-22,2,Recycled Denim,489,1,0,775
2024-08-22,2,Organic Cotton Tees,322,1,0,829
2024-08-22,2,Vegan Leather bags,190,0,0,169
2024-08-22,2,Bamboo Activewear,237,0,0,297
2024-08-23,2,Recycled Denim,304,0,0,739
2024-08-23,2,Organic Cotton Tees,267,0,0,424
2024-08-23,2,Vegan Leather bags,286,0,0,496
2024-08-23,2,Bamboo Activewear,419,0,0,338
2024-08-24,2,Recycled Denim,330,0,0,908
2024-08-24,2,Organic Cotton Tees,377,0,0,532
2024-08-24,2,Vegan Leather bags,594,1,0,367
2024-08-24,2,Bamboo Activewear,357,0,0,700
2024-08-25,2,Recycled Denim,380,0,0,742
2024-08-25,2,Organic Cotton Tees,413,0,0,415
2024-08-25,2,Vegan Leather bags,256,0,0,672
2024-08-25,2,Bamboo Activewear,667,1,0,943
2024-08-26,2,Recycled Denim,283,0,0,661
2024-08-26,2,Organic Cotton Tees,213,0,0,277
2024-08-26,2,Vegan Leather bags,307,0,0,238
2024-08-26,2,Bamboo Activewear,239,0,0,329
2024-08-27,2,Recycled Denim,254,0,0,837
2024-08-27,2,Organic Cotton Tees,264,0,0,187
2024-08-27,2,Vegan Leather bags,489,1,0,575
2024-08-27,2,Bamboo Activewear,199,0,0,705
2024-08-28,2,Recycled Denim,281,0,0,642
2024-08-28,2,Organic Cotton Tees,297,0,0,913
2024-08-28,2,Vegan Leather bags,200,0,0,838
2024-08-28,2,Bamboo Activewear,259,0,0,657
2024-08-29,2,Recycled Denim,454,1,0,921
2024-08-29,2,Organic Cotton Tees,207,0,0,116
2024-08-29,2,Vegan Leather bags,238,0,0,505
2024-08-29,2,Bamboo Activewear,187,0,0,979
2024-08-30,2,Recycled Denim,562,1,0,743
2024-08-30,2,Organic Cotton Tees,321,0,0,988
2024-08-30,2,Vegan Leather bags,341,0,0,603
2024-08-30,2,Bamboo Activewear,314,0,0,527
2024-08-31,2,Recycled Denim,323,0,0,265
2024-08-31,2,Organic Cotton Tees,384,0,0,748
2024-08-31,2,Vegan Leather bags,380,0,0,526
2024-08-31,2,Bamboo Activewear,397,0,0,304
2024-09-01,2,Recycled Denim,329,0,0,752
2024-09-01,2,Organic Cotton Tees,286,0,0,665
2024-09-01,2,Vegan Leather bags,328,0,0,277
2024-09-01,2,Bamboo Activewear,339,0,0,642
2024-09-02,2,Recycled Denim,321,0,0,787
2024-09-02,2,Organic Cotton Tees,215,0,0,146
2024-09-02,2,Vegan Leather bags,280,0,0,948
2024-09-02,2,Bamboo Activewear,492,1,0,233
2024-09-03,2,Recycled Denim,286,0,0,879
2024-09-03,2,Organic Cotton Tees,195,0,0,985
2024-09-03,2,Vegan Leather bags,266,0,0,870
2024-09-03,2,Bamboo Activewear,629,1,0,282
2024-09-04,2,Recycled Denim,246,0,0,656
2024-09-04,2,Organic Cotton Tees,219,0,0,632
2024-09-04,2,Vegan Leather bags,281,0,0,166
2024-09-04,2,Bamboo Activewear,266,0,0,399
2024-09-05,2,Recycled Denim,213,0,0,167
2024-09-05,2,Organic Cotton Tees,330,0,0,727
2024-09-05,2,Vegan Leather bags,221,0,0,685
2024-09-05,2,Bamboo Activewear,241,0,0,283
2024-09-06,2,Recycled Denim,297,0,0,285
2024-09-06,2,Organic Cotton Tees,300,0,0,591
2024-09-06,2,Vegan Leather bags,382,0,0,700
2024-09-06,2,Bamboo Activewear,329,0,0,288
2024-09-07,2,Recycled Denim,564,1,0,830
2024-09-07,2,Organic Cotton Tees,720,1,0,275
2024-09-07,2,Vegan Leather bags,247,0,0,376
2024-09-07,2,Bamboo Activewear,345,0,0,834
2024-09-08,2,Recycled Denim,245,0,0,699
2024-09-08,2,Organic Cotton Tees,304,0,0,640
2024-09-08,2,Vegan Leather bags,457,1,0,160
2024-09-08,2,Bamboo Activewear,408,0,0,785
2024-09-09,2,Recycled Denim,278,0,0,241
2024-09-09,2,Organic Cotton Tees,436,1,0,964
2024-09-09,2,Vegan Leather bags,268,0,0,969
2024-09-09,2,Bamboo Activewear,289,0,0,772
2024-09-10,2,Recycled Denim,157,0,0,816
2024-09-10,2,Organic Cotton Tees,473,1,0,571
2024-09-10,2,Vegan Leather bags,245,0,0,981
